ID;SYGIC_TRAVEL_ID;RATING;LATITUDE;LONGITUDE;NAME;MARKER;PEREX;THUMBNAIL_URL;CATEGORIES;DS_SUMMARY;DS_ICON;DS_APPARENT_TEMPERATURE_LOW;DS_DEW_POINT;DS_HUMIDITY;DS_PRESSURE;DS_WIND_SPEED;DS_WIND_GUST;DS_CLOUD_COVER;DS_VISIBILITY
171;poi:3816062;0.002;54.6471045;-6.7466407;The Burnavon;discovering:theatre;;;going_out;Light rain in the morning.;rain;56.17;47.88;0.89;1020.11;7.56;28.54;0.9;8
172;poi:3183110;0.002;54.8551816;-5.8024735;McNeill Theatre;discovering:theatre;;;going_out;Light rain in the morning.;rain;53.56;47.7;0.88;1021.02;14.03;30.6;0.96;7
173;poi:36021587;0.002;54.6623927;-5.6698247;The Hub;discovering:art_centre;;;going_out;Light rain until afternoon.;rain;54.74;47.84;0.85;1021.16;14.03;29.79;0.97;8
174;poi:3708635;0.002;54.6016408;-5.9269815;The Black Box;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.89;27.96;0.98;7
175;poi:24468801;0.002;54.4274773;-6.4470517;Amphitheater;discovering:theatre;;;going_out;Light rain in the morning.;rain;56.85;48.2;0.89;1020.36;8.56;27.74;0.89;8
176;poi:3279035;0.002;54.9944692;-7.3208131;The Playhouse;discovering:theatre;;;going_out;Light rain in the morning.;rain;54.95;46.83;0.84;1019.62;6.45;27.36;0.87;9
177;poi:5625812;0.002;54.2475379;-6.9722397;The Markethouse;discovering:art_centre;;;going_out;Light rain in the morning.;rain;57.46;47.51;0.86;1019.97;6.07;27.34;0.84;8
178;poi:25718219;0.002;54.8909913;-5.8469126;Amphitheater Carnfunnock;discovering:theatre;;;going_out;Light rain in the morning.;rain;53.98;47.67;0.88;1020.98;13.68;30.67;0.96;7
179;poi:3703392;0.002;54.5878783;-5.9350074;Crescent Arts Centre;discovering:art_centre;;;going_out;Light rain until afternoon.;rain;57.46;48.15;0.83;1020.89;10.76;27.84;0.98;7
180;poi:5350904;0.002;54.9533879;-7.7318991;An Grianan Theatre;discovering:theatre;;;going_out;Light rain in the morning and afternoon.;rain;55.85;46.09;0.81;1019.33;6.51;27.87;0.81;9
181;poi:19999687;0.002;54.5921405;-5.9610939;Cultúrlann McAdam Ó Fiaich;discovering:art_centre;;;going_out;Light rain until afternoon.;rain;57.77;48.15;0.83;1020.86;10.46;27.69;0.98;7
182;poi:17328704;0.002;54.348274;-6.6544247;Market Place Theatre and Arts Centre;discovering:theatre;;;going_out;Light rain in the morning.;rain;57.04;48.06;0.88;1020.2;7.59;27.9;0.88;8
183;poi:20780879;0.002;54.5893826;-5.9339548;Accidental Theatre;discovering:art_centre;;;going_out;Light rain until afternoon.;rain;57.48;48.15;0.83;1020.89;10.77;27.85;0.98;7
184;poi:3364828;0.002;54.3481557;-6.6545256;Market Place Theatre;discovering:theatre;;;going_out;Light rain in the morning.;rain;57.04;48.06;0.88;1020.2;7.59;27.9;0.88;8
185;poi:17434478;0.002;54.346244;-6.6534118;Abbey Lane Theatre;discovering:theatre;;;going_out;Light rain in the morning.;rain;57.01;48.06;0.88;1020.2;7.59;27.9;0.88;8
186;poi:31110371;0.002;55.1711333;-6.7080145;Flowerfield Arts Centre;discovering:art_centre;;;going_out;Light rain in the morning.;rain;56.15;47.51;0.86;1020.09;9.42;30.16;0.92;9
187;poi:7130727;0.002;55.1790085;-7.9775581;Union Fever Hospital;discovering:art_centre;;;going_out;Mostly cloudy throughout the day.;partly-cloudy-day;55.54;46.29;0.81;1019.11;9.32;28.47;0.75;9
188;poi:22112586;0.0017211538461538;54.5810117;-5.9385943;Botanic Inn;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.4;48.15;0.84;1020.88;10.7;27.78;0.98;7
189;poi:3813588;0.0015984855344773;54.7174847;-7.2335015;Mosseys Bar;going_out:pub;;;going_out;Light rain in the morning.;rain;55.83;46.7;0.86;1019.76;5.9;27.37;0.89;8
190;poi:3250043;0.0015288461538462;54.4500001;-5.7632733;The Oaks;going_out:pub;;;going_out;Light rain until afternoon.;rain;55.18;48.17;0.87;1021.07;12.65;28.8;0.98;7
191;poi:3250057;0.0015288461538462;54.3971807;-5.7627923;The Villager;going_out:pub;;;going_out;Light rain until afternoon.;rain;53.9;48.11;0.91;1021.08;12.97;29.02;0.98;7
192;poi:3811510;0.0015288461538462;54.8261089;-7.4641056;The Central;going_out:bar;;;going_out;Light rain in the morning.;rain;56.26;46.53;0.83;1019.56;5.84;26.52;0.82;9
193;poi:35488280;0.0014807692307692;54.6017747;-5.9321312;Peaky Blinders Bar Belfast;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.83;27.93;0.98;7
194;poi:3638705;0.0014807692307692;54.5808508;-5.9380619;Ye Olde Eglantine Inn;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.4;48.15;0.84;1020.88;10.7;27.78;0.98;7
195;poi:3816143;0.0014807692307692;54.879118;-6.2917941;The Countryman Inn;going_out:pub;;;going_out;Light rain in the morning.;rain;55.35;47.96;0.9;1020.52;9.33;28.69;0.97;7
196;poi:20597158;0.0014807692307692;54.9822851;-7.727041;McCafferty's Bar;going_out:pub;;;going_out;Light rain in the morning and afternoon.;rain;54.07;46.1;0.87;1019.33;6.6;28.09;0.81;9
197;poi:3812926;0.0014807692307692;54.5928685;-5.9285112;The Limelight;going_out:club:nightclub;;;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.85;27.91;0.98;7
198;poi:3230303;0.0014807692307692;54.7574755;-6.610344;Bryson's Bar;going_out:bar;;;going_out;Light rain in the morning.;rain;54.84;47.96;0.9;1020.22;8.34;28.63;0.91;8
199;poi:28654760;0.0014807692307692;54.5952384;-5.9328399;Sweet Afton Bar and Kitchen;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.49;48.14;0.83;1020.89;10.8;27.89;0.98;7
200;poi:12638101;0.0014807692307692;55.2090185;-7.818994;Singing Pub;going_out:pub;;;going_out;Mostly cloudy throughout the day.;partly-cloudy-day;54.88;46.44;0.84;1019.21;8.89;28.27;0.76;10
201;poi:18884131;0.0014807692307692;54.5881774;-5.932645;The Belfast Empire Music Hall;going_out:pub;;;going_out                                                                                                                                                                                                                                                                  ,shopping;Light rain until afternoon.;rain;57.46;48.15;0.83;1020.89;10.79;27.86;0.98;7
202;poi:3688330;0.0014807692307692;54.5558868;-5.8938191;Four Winds;going_out:pub;;;going_out;Light rain until afternoon.;rain;55.33;48.17;0.88;1020.93;11.14;27.95;0.98;7
203;poi:36407050;0.0014807692307692;54.6614347;-5.6672497;The Goat's Toe;going_out:bar;;;going_out;Light rain until afternoon.;rain;54.98;47.84;0.85;1021.16;14.05;29.8;0.97;8
204;poi:9638583;0.0014807692307692;54.2486747;-6.9683852;The Squealing Pig;going_out:pub;;;going_out;Light rain in the morning.;rain;57.44;47.52;0.86;1019.97;6.08;27.34;0.84;8
205;poi:22112584;0.0014807692307692;54.5808507;-5.9380062;Ye Olde Eglantine Inn;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.4;48.15;0.84;1020.88;10.7;27.78;0.98;7
206;poi:3716331;0.0014807692307692;54.8279124;-7.4659835;Ruby's Bar and Nightclub;going_out:club:nightclub;;;going_out;Light rain in the morning.;rain;56.31;46.53;0.83;1019.55;5.84;26.54;0.82;9
207;poi:3334893;0.0014807692307692;54.5890182;-5.9343848;Laverys Bar;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.47;48.15;0.83;1020.89;10.77;27.85;0.98;7
208;poi:27185776;0.0014807692307692;54.9841432;-6.6869828;Wendy's Pub;going_out:pub;;;going_out;Light rain in the morning.;rain;56.4;47.73;0.88;1020.13;8.11;29.26;0.95;9
209;poi:3337122;0.0014807692307692;54.595938;-5.9324349;The Washington Bar;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.49;48.14;0.83;1020.89;10.81;27.9;0.98;7
210;poi:3234994;0.0014807692307692;54.6005904;-5.9277758;The Northern Whig;going_out:bar;;;going_out                                                                                                                                                                                                                                                                              ,eating;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.89;10.88;27.95;0.98;7
211;poi:3842817;0.0014807692307692;54.6292432;-5.9139801;Portside Inn;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.36;48.11;0.83;1020.91;11.12;28.19;0.98;7
212;poi:15258250;0.0014807692307692;55.1242578;-7.1964674;The Point Inn;going_out:pub;;;going_out;Light rain in the morning.;rain;56.11;47.04;0.83;1019.69;7.25;27.82;0.87;9
213;poi:3741977;0.0014807692307692;54.5889055;-5.9350746;Alibi;going_out:club:nightclub;;;going_out;Light rain until afternoon.;rain;57.48;48.15;0.83;1020.89;10.76;27.84;0.98;7
214;poi:28566439;0.0014807692307692;54.345526;-7.640641;Level 7;going_out:club:nightclub;;;going_out;Light rain in the morning.;rain;56.48;46.39;0.83;1019.54;4.75;25.55;0.84;8
215;poi:9684915;0.0014807692307692;54.9521595;-7.7357726;Warehouse Bar;going_out:club:nightclub;;;going_out;Light rain in the morning and afternoon.;rain;55.83;46.08;0.81;1019.33;6.51;27.87;0.81;9
216;poi:10249363;0.0014807692307692;54.258403;-6.9613416;Mexx Nitelife;going_out:bar;;;going_out;Light rain in the morning.;rain;57.42;47.53;0.86;1019.97;6.12;27.35;0.84;8
217;poi:36024557;0.0014807692307692;54.6633355;-5.6664669;Wolseys;going_out:bar;;;going_out;Light rain until afternoon.;rain;54.52;47.83;0.85;1021.16;14.07;29.81;0.97;8
218;poi:3404507;0.0014807692307692;54.9961875;-7.3176526;Sandinos;going_out:pub;;;going_out;Light rain in the morning.;rain;54.73;46.84;0.84;1019.62;6.46;27.36;0.87;9
219;poi:3147550;0.0014807692307692;54.828;-7.4657798;The Harp And Fiddle;going_out:bar;;;going_out;Light rain in the morning.;rain;56.3;46.53;0.83;1019.55;5.84;26.54;0.82;9
220;poi:3258005;0.0014807692307692;54.2413667;-5.8991845;The Maghera Inn;going_out:pub;;;going_out;Rain until afternoon.;rain;55.63;47.91;0.88;1020.96;12.58;28.3;0.98;6
221;poi:3640944;0.0012354326074161;54.5809885;-5.9385567;The Botanic Inn;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.4;48.15;0.84;1020.88;10.7;27.78;0.98;7
222;poi:3309870;0.0012354326074161;55.2326089;-6.5161149;The Nook;going_out:pub;;;going_out;Light rain in the morning.;rain;54.45;47.57;0.88;1020.27;10.52;31.2;0.92;9
223;poi:56201;0.001165793226785;55.126373;-7.811949;Olde Glen Bar and Restaurant;eating;;;eating                                                                                                                                                                                                                                                                                  ,going_out;Mostly cloudy throughout the day.;partly-cloudy-day;54.9;46.25;0.84;1019.24;8.07;28.35;0.78;9
224;poi:21747956;0.0011206054393053;54.1781806;-7.2329015;The Round Tower;going_out:pub;;;going_out;Rain in the morning.;rain;58.03;47.02;0.83;1019.8;5.52;26.45;0.84;8
225;poi:16899978;0.0011206054393053;54.5949726;-5.9324659;The Perch Rooftop Bar;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.49;48.14;0.83;1020.89;10.8;27.89;0.98;7
226;poi:24441691;0.0011192819228246;54.9949104;-7.3200661;The Bentley;going_out:bar;;;going_out;Light rain in the morning.;rain;54.9;46.83;0.84;1019.62;6.45;27.36;0.87;9
227;poi:26930142;0.0011192819228246;54.6008339;-5.9231295;McHugh's;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.43;48.14;0.83;1020.9;10.93;27.98;0.98;7
228;poi:3755084;0.0011177163037081;55.2365357;-6.3572393;Rope Bridge Pub & Restaurant;going_out:pub;;;going_out                                                                                                                                                                                                                                                                   ,shopping;Light rain in the morning.;rain;53.74;47.61;0.9;1020.44;11.83;31.95;0.92;8
229;poi:3541139;0.0011177163037081;54.5947977;-5.9341147;Robinsons;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.5;48.14;0.83;1020.89;10.78;27.88;0.98;7
230;poi:3360286;0.0011177163037081;54.9992567;-7.3219484;Grand Central Bar;going_out:pub;;;going_out;Light rain in the morning.;rain;55.02;46.83;0.83;1019.61;6.46;27.38;0.87;9
231;poi:3132641;0.0011177163037081;54.6000461;-5.9332312;Madden's;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.81;27.91;0.98;7
232;poi:3156734;0.0011177163037081;54.600968;-5.9262819;The Spaniard;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.89;27.96;0.98;7
233;poi:3607397;0.0011177163037081;54.5994198;-5.9262768;Morning Star;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.89;27.96;0.98;7
234;poi:3690793;0.0011177163037081;54.5969638;-5.931764;The Apartment;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.82;27.91;0.98;7
235;poi:3233441;0.0011177163037081;54.6000967;-5.9284648;White's Tavern;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.89;10.87;27.94;0.98;7
236;poi:3259382;0.0011177163037081;55.2013433;-6.249798;O'Connors Bar;going_out:pub;;;going_out;Light rain in the morning.;rain;55.39;47.66;0.86;1020.55;12.27;32.02;0.93;8
237;poi:3782809;0.0011177163037081;54.5900532;-5.9273781;The Hideout;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.46;48.15;0.83;1020.89;10.85;27.9;0.98;7
